# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "1" "-t" "exon" "-g" "Parent" "-a" "../Reference_Data/PlasmoDB-41_Pfalciparum3D7.gff" "-o" "vehicle_drug_feature_counts_exons.txt" "-p" "vehicle_rep1.bam" "vehicle_rep2.bam" "drug_rep1.bam" "drug_rep2.bam" 
Geneid	Chr	Start	End	Strand	Length	vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_0222900.1	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	901494;901877;902206	901874;902203;902853	+;+;+	1356	0	0	0	0
PF3D7_0105800.1	Pf3D7_01_v3;Pf3D7_01_v3	249231;250648	250366;252010	-;-	2499	455	491	408	453
PF3D7_0526600.1	Pf3D7_05_v3	1101203	1114777	+	13575	59	37	294	378
PF3D7_1423800.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	967563;970934;972209	970723;972076;972311	+;+;+	4407	127	102	149	210
PF3D7_0822100.1	Pf3D7_08_v3	981018	981722	-	705	68	70	49	43
PF3D7_0924100.1	Pf3D7_09_v3	977869	979965	-	2097	27	35	58	68
PF3D7_0918400.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	754297;756528;757189;757448;759817	756269;757104;757287;759508;760269	+;+;+;+;+	5163	115	212	19	34
PF3D7_1441000.1	Pf3D7_14_v3	1669980	1671650	-	1671	48	34	22	27
PF3D7_1015100.1	Pf3D7_10_v3	612685	613875	-	1191	100	68	78	116
PF3D7_0322400.1	Pf3D7_03_v3;Pf3D7_03_v3	942545;945221	945067;945301	+;+	2604	137	154	138	269
PF3D7_0507500.1	Pf3D7_05_v3	307490	309556	-	2067	51	107	214	241
PF3D7_0521100.1	Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3	861930;862139;862319;862547;863814;864595;864885;866753	862021;862216;862451;863666;864359;864800;866459;867583	-;-;-;-;-;-;-;-	4581	10	13	3	5
PF3D7_1254400.1	Pf3D7_12_v3;Pf3D7_12_v3	2214671;2214949	2214739;2216019	+;+	1140	0	0	0	1
PF3D7_1107400.1	Pf3D7_11_v3	317819	318871	-	1053	189	253	304	304
PF3D7_0810800.1	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	548200;548512;550501	548335;550380;550616	+;+;+	2121	212	163	121	155
PF3D7_0830900.1	Pf3D7_08_v3;Pf3D7_08_v3	1317600;1318273	1318109;1318341	-;-	579	35	33	186	269
PF3D7_1438000.1	Pf3D7_14_v3	1536484	1538469	-	1986	552	527	450	519
PF3D7_0832100.1	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	1386625;1386701;1386952;1387071;1387318;1387829	1386698;1386950;1387068;1387316;1387602;1387882	-;-;-;-;-;-	1026	6	9	94	110
PF3D7_0937200.1	Pf3D7_09_v3	1471851	1472924	+	1074	0	0	0	0
PF3D7_1471800.1	Pf3D7_14_v3	2932023	2932787	+	765	16	28	24	25
PF3D7_1454200.1	Pf3D7_14_v3	2222490	2226704	-	4215	27	12	12	17
PF3D7_1348600.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	1953304;1953548;1953730;1953908	1953359;1953609;1953782;1954852	+;+;+;+	1116	52	53	30	49
PF3D7_1203700.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	187146;188299;188819	188107;188356;188842	-;-;-	1044	2770	3016	2376	2683
PF3D7_1247300.1	Pf3D7_12_v3;Pf3D7_12_v3	1952568;1954469	1954007;1954624	+;+	1596	245	252	150	170
PF3D7_0601300.1	Pf3D7_06_v3	48874	49722	-	849	0	0	0	0
PF3D7_1113100.1	Pf3D7_11_v3	511105	511761	-	657	479	748	860	885
PF3D7_0928800.1	Pf3D7_09_v3	1156247	1158709	+	2463	100	96	97	97
PF3D7_1033200.1	Pf3D7_10_v3	1335222	1336289	+	1068	401	315	361	348
PF3D7_0702500.1	Pf3D7_07_v3;Pf3D7_07_v3	104957;105813	105541;105989	-;-	762	218	197	1105	1358
PF3D7_1362200.1	Pf3D7_13_v3	2490386	2491837	-	1452	155	189	362	382
PF3D7_1113300.1	Pf3D7_11_v3	519189	520220	+	1032	484	872	171	161
PF3D7_1138500.1	Pf3D7_11_v3	1518464	1521238	+	2775	443	357	507	580
PF3D7_1421900.1	Pf3D7_14_v3	891140	891622	-	483	504	706	481	511
PF3D7_1421200.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	875687;876080;876385	875929;876153;876385	-;-;-	318	1689	2095	845	882
PF3D7_1443800.1	Pf3D7_14_v3	1794708	1795934	-	1227	111	99	113	156
PF3D7_0100200.1	Pf3D7_01_v3;Pf3D7_01_v3	38982;40154	39923;40207	-;-	996	3	0	1	2
PF3D7_0406000.1	Pf3D7_04_v3	321019	322545	+	1527	238	396	446	471
PF3D7_1408300.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	312569;313053;313246	312864;313158;313296	+;+;+	453	4	1	2	2
PF3D7_0816300.1	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	751942;754409;754555;754696;754938;755091;755223;755497;755823;756147	754235;754433;754611;754742;755001;755122;755345;755716;755933;756173	-;-;-;-;-;-;-;-;-;-	3000	25	14	7	21
PF3D7_1352200.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2080764;2081126;2081867;2082067;2082247;2082550;2082882;2083078	2080931;2081776;2081952;2082157;2082338;2082713;2082949;2083152	+;+;+;+;+;+;+;+	1395	135	127	216	274
PF3D7_1122100.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	840728;840930;841189	840828;841111;842450	-;-;-	1545	94	89	24	51
malmito_rna_SSUF:rRNA	Pf_M76611	5447	5507	-	61	1	2	0	0
PF3D7_0508200.1	Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3	337426;337923;338338;338700	337759;338160;338507;339025	-;-;-;-	1068	191	277	185	166
PF3D7_1320200.1	Pf3D7_13_v3	836563	838446	+	1884	67	95	71	62
PF3D7_1121600.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	815386;815568;816202	815433;815887;816322	-;-;-	489	3867	4714	4251	4383
PF3D7_1231400.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	1290685;1291107;1296898	1290882;1296571;1297069	-;-;-	5835	19	20	12	22
PF3D7_1216500.1	Pf3D7_12_v3	657339	658004	-	666	48	74	61	74
PF3D7_0532100.1	Pf3D7_05_v3	1301224	1301769	+	546	7128	4400	4359	4344
PF3D7_1412500.1	Pf3D7_14_v3;Pf3D7_14_v3	507360;508186	507807;508868	+;+	1131	114	60	352	412
PF3D7_1322000.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	916360;917898;918231;918478	917706;918055;918306;918594	+;+;+;+	1698	449	739	570	589
PF3D7_1002900.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	138765;139133;139405;139578;139793	138889;139213;139435;139663;139853	+;+;+;+;+	384	268	307	221	225
PF3D7_1001200.1	Pf3D7_10_v3	70547	70819	-	273	1173	1597	374	369
PF3D7_1308100.1	Pf3D7_13_v3	360169	360627	+	459	117	118	107	90
PF3D7_0806300.1	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	337902;338093;338450	337966;338337;343254	-;-;-	5115	174	210	200	189
PF3D7_1249300.1	Pf3D7_12_v3	2012643	2015726	+	3084	232	216	257	300
PF3D7_1027000.1	Pf3D7_10_v3	1126523	1131958	-	5436	27	18	58	88
PF3D7_0816000.1	Pf3D7_08_v3	746013	747488	-	1476	187	211	328	408
PF3D7_0318700.1	Pf3D7_03_v3	788453	788812	+	360	3	3	17	16
PF3D7_0104500.1	Pf3D7_01_v3	204622	205455	-	834	215	187	107	129
PF3D7_0910600.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	489467;489690;489894;490087;490377;490589;490798	489543;489759;490006;490216;490433;490673;490865	+;+;+;+;+;+;+	600	63	76	66	98
PF3D7_1249600.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	2018995;2019334;2021720	2019029;2021557;2022007	-;-;-	2547	45	36	36	42
PF3D7_0402200.1	Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3	127712;130523;131940;132099	130521;131937;132004;134468	-;-;-;-	6660	13	9	26	48
PF3D7_0504700.1	Pf3D7_05_v3	180421	187470	+	7050	104	117	232	272
PF3D7_0305200.1	Pf3D7_03_v3	251242	254661	+	3420	97	80	102	129
PF3D7_0727800.1	Pf3D7_07_v3	1175944	1181700	+	5757	284	226	147	189
PF3D7_0607100.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	297941;298117;298364;298647;298881;299029;299287;299447;299642;299803;300038;300276;300462;300733;300936;301150	298020;298225;298531;298780;298932;299167;299362;299492;299691;299842;300109;300338;300615;300863;300992;301197	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1419	2	7	5	1
PF3D7_1338100.1	Pf3D7_13_v3;Pf3D7_13_v3	1542080;1543634	1543243;1543981	+;+	1512	1387	1487	1362	1409
PF3D7_0502800.1	Pf3D7_05_v3	122449	122862	+	414	27	23	12	28
PF3D7_0705900.1	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	290100;290234;290517;290984	290143;290354;290615;291220	-;-;-;-	501	571	926	327	349
PF3D7_1407200.1	Pf3D7_14_v3;Pf3D7_14_v3	261061;261595	261425;262099	-;-	870	50	70	100	130
PF3D7_0524900.1	Pf3D7_05_v3	1027396	1030362	+	2967	147	111	350	455
PF3D7_1216400.1	Pf3D7_12_v3	653670	656435	+	2766	161	155	157	180
PF3D7_0308700.1	Pf3D7_03_v3;Pf3D7_03_v3	375806;377243	377089;377437	+;+	1479	22	33	37	37
PF3D7_1132400.1	Pf3D7_11_v3	1255286	1259671	-	4386	191	210	184	201
PF3D7_1241200.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	1748873;1755866;1756183	1755644;1755968;1756237	-;-;-	6930	145	87	59	87
PF3D7_0611100.1	Pf3D7_06_v3	466198	466449	-	252	76	94	39	50
PF3D7_1332000.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	1325913;1326093;1326485;1326830;1327355	1325963;1326354;1326597;1327071;1327532	-;-;-;-;-	846	197	268	219	210
PF3D7_0531200.1	Pf3D7_05_v3	1279958	1280599	-	642	23	25	14	19
PF3D7_1124400.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	964675;965043;965264	964919;965144;965360	-;-;-	444	104	147	106	108
PF3D7_0804300.1	Pf3D7_08_v3	242103	244775	+	2673	25	26	56	85
PF3D7_0928000.2	Pf3D7_09_v3	1135545	1135562	+	18	0	0	0	0
PF3D7_0928000.1	Pf3D7_09_v3	1135545	1135622	+	78	0	0	0	0
PF3D7_0928000.1,PF3D7_0928000.2	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	1135908;1136115;1136336	1136011;1136188;1136391	+;+;+	234	229	296	295	333
PF3D7_0526800.1	Pf3D7_05_v3	1120704	1121810	-	1107	348	249	250	323
PF3D7_0617300.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	720535;720802;721184	720645;720981;721312	+;+;+	420	60	99	139	149
PF3D7_1445600.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1871778;1872458;1872812;1872989;1874059	1872066;1872630;1872880;1873925;1874381	+;+;+;+;+	1791	386	560	215	260
PF3D7_0424700.1	Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3	1118430;1118796;1122334	1118630;1122182;1122414	+;+;+	3669	8	5	163	181
PF3D7_0632700.1	Pf3D7_06_v3;Pf3D7_06_v3	1371501;1371785	1371554;1372861	+;+	1131	2	0	2	2
PF3D7_1131000.1	Pf3D7_11_v3	1194524	1195036	-	513	67	73	47	54
PF3D7_1461800.1	Pf3D7_14_v3;Pf3D7_14_v3	2504149;2512443	2512305;2512505	+;+	8220	4	1	64	122
PF3D7_1208800.1	Pf3D7_12_v3	405608	409150	-	3543	91	98	135	184
PF3D7_1442200.1	Pf3D7_14_v3	1708528	1711530	-	3003	78	84	64	131
PF3D7_1349400.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	1983823;1984006;1984559;1984772;1984977	1983879;1984438;1984634;1984869;1985011	+;+;+;+;+	699	102	79	50	75
PF3D7_1039900.1	Pf3D7_10_v3;Pf3D7_10_v3	1596487;1596748	1596555;1597605	+;+	927	3	1	0	2
PF3D7_1018600.1	Pf3D7_10_v3	737692	743406	-	5715	253	202	122	143
PF3D7_0111700.1	Pf3D7_01_v3	443585	443938	-	354	1	0	0	0
PF3D7_0727900.1	Pf3D7_07_v3	1184401	1190172	+	5772	6	7	14	16
PF3D7_API06700.1	Pf3D7_API_v3	31447	34138	+	2692	0	0	0	0
PF3D7_1002700.1	Pf3D7_10_v3	129276	132110	+	2835	119	117	126	180
PF3D7_1124600.1	Pf3D7_11_v3	970105	971376	-	1272	1283	1151	1308	1358
PF3D7_0701900.1	Pf3D7_07_v3;Pf3D7_07_v3	79890;82830	82670;82943	-;-	2895	0	6	54	72
PF3D7_1424700.1	Pf3D7_14_v3	981588	981671	+	84	0	0	0	0
PF3D7_0417600.1	Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3	780250;782338;782968;783171	782008;782813;783080;783246	-;-;-;-	2424	19	22	12	24
PF3D7_0903700.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	175542;175948;176264	175603;176068;177442	+;+;+	1362	686	821	666	741
PF3D7_1418100.1	Pf3D7_14_v3	762614	773407	-	10794	4	5	3	7
PF3D7_0628100.1	Pf3D7_06_v3	1122801	1153664	-	30864	98	66	88	106
PF3D7_1309300.1	Pf3D7_13_v3	427457	429643	-	2187	377	314	225	296
PF3D7_0710400.1	Pf3D7_07_v3	474623	475720	+	1098	40	33	49	50
PF3D7_0900700.1	Pf3D7_09_v3;Pf3D7_09_v3	49612;50903	50688;50971	-;-	1146	0	2	0	0
PF3D7_1474400.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	3044129;3044524;3045061;3045221;3045558;3045868;3046064;3046330;3046845;3047204;3047438;3049982;3053806;3054265;3054898;3055143	3044381;3044894;3045113;3045458;3045761;3045954;3046152;3046671;3047041;3047316;3049852;3053493;3054094;3054771;3055055;3055248	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8934	50	32	58	87
PF3D7_1451200.1	Pf3D7_14_v3;Pf3D7_14_v3	2094340;2099610	2098727;2099736	-;-	4515	688	571	802	1193
PF3D7_1455200.1,PF3D7_1455200.2	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	2255062;2255207;2255358;2255559;2256140;2256282;2256502;2256677	2255070;2255244;2255470;2255672;2256201;2256345;2256565;2256741	+;+;+;+;+;+;+;+	529	141	121	148	150
PF3D7_1455200.2	Pf3D7_14_v3	2255822	2255907	+	86	0	0	0	0
PF3D7_1455200.1	Pf3D7_14_v3	2255822	2255910	+	89	0	0	0	0
PF3D7_1139500.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	1576132;1576431;1576658;1576781;1577005;1577258	1576278;1576533;1576689;1576849;1577111;1577554	-;-;-;-;-;-	755	9	2	3	9
PF3D7_1139500.2	Pf3D7_11_v3;Pf3D7_11_v3	1577407;1577482	1577410;1577554	-;-	77	0	0	0	0
PF3D7_1139500.1,PF3D7_1139500.2	Pf3D7_11_v3	1577796	1578978	-	1183	0	1	0	0
PF3D7_0703300.1	Pf3D7_07_v3	128540	128980	+	441	94	126	72	87
PF3D7_1411500.1	Pf3D7_14_v3;Pf3D7_14_v3	468976;469195	468997;472016	+;+	2844	62	51	98	147
PF3D7_0214600.1	Pf3D7_02_v3	594196	599340	+	5145	27	28	141	142
PF3D7_1232500.1	Pf3D7_12_v3;Pf3D7_12_v3	1339845;1343038	1342783;1343314	-;-	3216	109	125	203	205
PF3D7_1217400.1	Pf3D7_12_v3	686307	688871	-	2565	60	79	56	64
PF3D7_1213500.1	Pf3D7_12_v3;Pf3D7_12_v3	583089;584889	584750;585323	+;+	2097	15	36	3	5
PF3D7_1229900.2,PF3D7_1229900.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	1228063;1228466;1228776;1228936;1229345;1229499;1229650;1229792;1229989;1230237;1230511;1230672;1230901;1231110;1231269;1231550;1231694;1231853;1232057;1232200;1232457;1232723;1232970	1228377;1228549;1228853;1229079;1229402;1229545;1229677;1229832;1230085;1230325;1230569;1230744;1230999;1231180;1231392;1231618;1231750;1231917;1232105;1232323;1232560;1232827;1233005	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2016	138	169	95	83
PF3D7_1229900.1	Pf3D7_12_v3	1229193	1229249	-	57	0	0	0	0
PF3D7_0913400.1	Pf3D7_09_v3;Pf3D7_09_v3	580760;581262	581059;581468	-;-	507	58	69	51	66
PF3D7_0527800.1	Pf3D7_05_v3	1151227	1151309	-	83	0	0	0	0
PF3D7_0107900.1	Pf3D7_01_v3	326397	327224	-	828	80	74	51	52
PF3D7_1439200.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1588952;1590201;1590800;1592772;1592971	1590050;1590653;1592649;1592889;1593131	+;+;+;+;+	3681	31	25	19	23
PF3D7_0934300.1	Pf3D7_09_v3	1348022	1348459	+	438	71	82	35	43
PF3D7_0203200.1	Pf3D7_02_v3	158137	159660	-	1524	66	37	35	47
PF3D7_0616100.1	Pf3D7_06_v3;Pf3D7_06_v3	672119;672509	672316;672754	+;+	444	31	61	63	77
PF3D7_1109700.1	Pf3D7_11_v3	392510	392712	-	203	0	1	0	0
PF3D7_0805000.1	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	283066;283333;283504;283744;283957;284160;284395	283209;283407;283643;283805;284023;284281;284522	-;-;-;-;-;-;-	738	120	131	129	118
PF3D7_1465200.1	Pf3D7_14_v3	2640872	2642002	-	1131	203	144	136	147
PF3D7_1027100.1	Pf3D7_10_v3	1133838	1136156	-	2319	88	78	153	213
PF3D7_0514900.1	Pf3D7_05_v3	618629	619945	+	1317	129	203	155	180
PF3D7_1408700.1	Pf3D7_14_v3;Pf3D7_14_v3	324754;325114	324947;346468	-;-	21549	282	172	286	302
PF3D7_1142500.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	1705696;1706226;1706432	1705858;1706304;1706573	-;-;-	384	848	1027	337	367
PF3D7_1121800.1	Pf3D7_11_v3	823239	829313	-	6075	0	0	0	3
PF3D7_1245000.1	Pf3D7_12_v3	1880036	1881406	-	1371	24	19	19	21
PF3D7_1203600.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	184914;185232;185615	185064;185481;185768	+;+;+	555	50	71	105	123
PF3D7_0415700.1	Pf3D7_04_v3	691131	692516	-	1386	29	38	21	28
PF3D7_0609500.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	402722;402965;403254;403549;403790;404017;404251;404540;404888;405323	402817;403073;403349;403701;403889;404164;404386;404706;405166;407242	+;+;+;+;+;+;+;+;+;+	3204	23	17	9	7
PF3D7_1135900.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	1398486;1398636;1398849;1399086;1399297;1399572;1399788;1400023;1400293;1400499	1398519;1398729;1398965;1399143;1399405;1399694;1399917;1400103;1400334;1400601	-;-;-;-;-;-;-;-;-;-	891	944	1677	900	905
PF3D7_0105000.1	Pf3D7_01_v3	218894	219223	-	330	33	32	42	57
PF3D7_1316800.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	698218;698477;698745;698880;699151;699345;699758	698370;698582;698799;699046;699240;699481;699922	-;-;-;-;-;-;-	873	236	194	229	267
PF3D7_0717500.1	Pf3D7_07_v3;Pf3D7_07_v3	755763;756906	756558;757696	+;+	1587	274	251	262	337
PF3D7_0928400.1	Pf3D7_09_v3	1145364	1146038	+	675	70	117	111	146
PF3D7_1369300.1	Pf3D7_13_v3;Pf3D7_13_v3	2756529;2756875	2756668;2757997	-;-	1263	1	3	5	8
PF3D7_1031900.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1284588;1285074;1286198;1286651;1287218	1284827;1286095;1286393;1286925;1287287	-;-;-;-;-	1803	9	13	14	12
PF3D7_0529200.1	Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3	1192973;1193244;1193550;1193806;1194147;1195219	1193129;1193396;1193693;1193981;1195049;1195332	+;+;+;+;+;+	1647	27	46	16	13
PF3D7_1405100.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	175503;175625;175850;176097;176265;176553;176791	175528;175721;175954;176166;176437;176640;179705	-;-;-;-;-;-;-	3474	70	61	133	165
PF3D7_1134700.1	Pf3D7_11_v3;Pf3D7_11_v3	1359364;1362625	1362428;1364113	-;-	4554	152	122	291	354
PF3D7_1442100.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1706520;1706812;1707030;1707270;1707493	1706584;1706872;1707106;1707376;1707512	-;-;-;-;-	330	144	164	101	120
PF3D7_1142700.1	Pf3D7_11_v3	1710325	1712172	-	1848	127	98	122	131
PF3D7_1350000.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2003332;2003588;2003868;2004188;2004331;2004571;2004725;2004969	2003466;2003668;2003997;2004261;2004410;2004635;2004797;2005134	-;-;-;-;-;-;-;-	804	3	2	1	3
PF3D7_1111600.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	448912;451225;451422;451681	450942;451321;451510;451698	+;+;+;+	2235	20	26	22	35
PF3D7_1012800.1	Pf3D7_10_v3	492550	495144	+	2595	53	47	22	20
PF3D7_0409500.1	Pf3D7_04_v3;Pf3D7_04_v3	449189;450414	450165;450633	-;-	1197	342	329	292	287
PF3D7_0218500.1	Pf3D7_02_v3;Pf3D7_02_v3	752966;753269	753100;753439	+;+	306	157	249	186	191
PF3D7_0720900.1	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	901549;901784;901984;902632	901614;901853;902489;902787	+;+;+;+	798	99	107	103	104
PF3D7_1308200.1	Pf3D7_13_v3;Pf3D7_13_v3	361166;368468	368265;368495	-;-	7128	1137	716	367	490
PF3D7_0222200.1	Pf3D7_02_v3;Pf3D7_02_v3	881469;882199	882092;882267	-;-	693	0	0	0	0
PF3D7_1302000.1	Pf3D7_13_v3;Pf3D7_13_v3	112792;113609	113523;113815	-;-	939	178	112	399	416
PF3D7_1032600.1	Pf3D7_10_v3	1308873	1309925	+	1053	14	16	7	6
PF3D7_1241800.1	Pf3D7_12_v3	1780012	1782648	-	2637	207	185	222	303
PF3D7_1025600.1	Pf3D7_10_v3	1088214	1088417	+	204	126	96	57	65
PF3D7_1219700.1	Pf3D7_12_v3	792877	793449	-	573	6	7	2	6
PF3D7_0531500.1	Pf3D7_05_v3	1288559	1289308	+	750	0	0	0	0
PF3D7_1039000.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1568709;1569060;1571735	1568909;1571519;1571815	+;+;+	2742	180	62	212	273
PF3D7_1364400.1	Pf3D7_13_v3	2585032	2594829	+	9798	83	47	78	84
PF3D7_0323700.1	Pf3D7_03_v3	991544	993625	-	2082	186	256	394	448
PF3D7_1337600.1	Pf3D7_13_v3	1524111	1524192	-	82	0	1	0	0
PF3D7_0208600.1	Pf3D7_02_v3	354621	356117	+	1497	241	319	229	284
PF3D7_1027600.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1148316;1148869;1149049;1149273;1149408;1149561;1149720;1149891;1150126	1148687;1148961;1149173;1149335;1149468;1149644;1149760;1150019;1150168	-;-;-;-;-;-;-;-;-	1011	26	46	9	7
PF3D7_0713100.1	Pf3D7_07_v3;Pf3D7_07_v3	605653;605814	605721;606440	+;+	696	49	32	43	49
